Date,NAV per Share,Ex-Dividends,,,
25-Feb-16,77.92,0,,,
26-Feb-16,78.63,0,,,
29-Feb-16,79.1,0,,,
01-Mar-16,79.32,0.42,,,
02-Mar-16,79.83,0,,,
03-Mar-16,80.03,0,,,
04-Mar-16,80.51,0,,,
07-Mar-16,80.69,0,,,
08-Mar-16,80.45,0,,,
09-Mar-16,80.28,0,,,
10-Mar-16,80.45,0,,,
11-Mar-16,81.24,0,,,
14-Mar-16,81.4,0,,,
15-Mar-16,81.01,0,,,
16-Mar-16,80.81,0,,,
17-Mar-16,81.39,0,,,
18-Mar-16,81.84,0,,,
21-Mar-16,81.93,0,,,
22-Mar-16,81.79,0,,,
23-Mar-16,81.56,0,,,
24-Mar-16,80.96,0,,,
28-Mar-16,80.89,0,,,
29-Mar-16,80.63,0,,,
30-Mar-16,81.04,0,,,
31-Mar-16,81.29,0,,,
01-Apr-16,80.93,0.38,,,
04-Apr-16,81.07,0,,,
05-Apr-16,80.77,0,,,
06-Apr-16,81.11,0,,,
07-Apr-16,80.97,0,,,
08-Apr-16,81.25,0,,,
11-Apr-16,81.45,0,,,
12-Apr-16,81.74,0,,,
13-Apr-16,82.3,0,,,
14-Apr-16,82.51,0,,,
15-Apr-16,82.39,0,,,
18-Apr-16,82.39,0,,,
19-Apr-16,82.91,0,,,
20-Apr-16,83.18,0,,,
21-Apr-16,83.19,0,,,
22-Apr-16,83.1,0,,,
25-Apr-16,83,0,,,
26-Apr-16,83.1,0,,,
27-Apr-16,83.37,0,,,
28-Apr-16,83.76,0,,,
29-Apr-16,83.58,0,,,
02-May-16,83.21,0.38,,,
03-May-16,82.85,0,,,
04-May-16,82.6,0,,,
05-May-16,82.5,0,,,
06-May-16,82.2,0,,,
09-May-16,82.21,0,,,
10-May-16,82.46,0,,,
11-May-16,82.73,0,,,
12-May-16,82.75,0,,,
13-May-16,82.65,0,,,
16-May-16,82.83,0,,,
17-May-16,82.96,0,,,
18-May-16,82.9,0,,,
19-May-16,82.44,0,,,
20-May-16,82.76,0,,,
23-May-16,82.89,0,,,
24-May-16,83.14,0,,,
25-May-16,83.38,0,,,
26-May-16,83.44,0,,,
27-May-16,83.44,0,,,
31-May-16,83.52,0,,,
01-Jun-16,82.91,0.4,,,
02-Jun-16,83,0,,,
03-Jun-16,83.12,0,,,
06-Jun-16,83.45,0,,,
07-Jun-16,83.75,0,,,
08-Jun-16,84.11,0,,,
09-Jun-16,84,0,,,
10-Jun-16,83.63,0,,,
13-Jun-16,83.47,0,,,
14-Jun-16,82.85,0,,,
15-Jun-16,83.04,0,,,
16-Jun-16,82.56,0,,,
17-Jun-16,82.92,0,,,
20-Jun-16,83.55,0,,,
21-Jun-16,83.52,0,,,
22-Jun-16,83.67,0,,,
23-Jun-16,83.97,0,,,
24-Jun-16,83.21,0,,,
27-Jun-16,82.49,0,,,
28-Jun-16,82.63,0,,,
29-Jun-16,83.33,0,,,
30-Jun-16,83.66,0,,,
01-Jul-16,83.66,0.4,,,
05-Jul-16,83.65,0,,,
06-Jul-16,83.69,0,,,
07-Jul-16,84.05,0,,,
08-Jul-16,84.5,0,,,
11-Jul-16,85.08,0,,,
12-Jul-16,85.61,0,,,
13-Jul-16,85.3,0,,,
14-Jul-16,85.52,0,,,
15-Jul-16,85.48,0,,,
18-Jul-16,85.42,0,,,
19-Jul-16,85.47,0,,,
20-Jul-16,85.56,0,,,
21-Jul-16,85.58,0,,,
22-Jul-16,85.66,0,,,
25-Jul-16,85.65,0,,,
26-Jul-16,85.45,0,,,
27-Jul-16,85.38,0,,,
28-Jul-16,85.29,0,,,
29-Jul-16,85.17,0,,,
01-Aug-16,84.72,0.38,,,
02-Aug-16,84.51,0,,,
03-Aug-16,84.56,0,,,
04-Aug-16,84.94,0,,,
05-Aug-16,85.24,0,,,
08-Aug-16,85.45,0,,,
09-Aug-16,85.82,0,,,
10-Aug-16,85.88,0,,,
11-Aug-16,85.91,0,,,
12-Aug-16,86.01,0,,,
15-Aug-16,86.17,0,,,
16-Aug-16,86.3,0,,,
17-Aug-16,86.29,0,,,
18-Aug-16,86.38,0,,,
19-Aug-16,86.38,0,,,
22-Aug-16,86.39,0,,,
23-Aug-16,86.51,0,,,
24-Aug-16,86.55,0,,,
25-Aug-16,86.53,0,,,
26-Aug-16,86.55,0,,,
29-Aug-16,86.59,0,,,
30-Aug-16,86.65,0,,,
31-Aug-16,86.6,0,,,
01-Sep-16,86.17,0.37,,,
02-Sep-16,86.24,0,,,
06-Sep-16,86.4,0,,,
07-Sep-16,86.48,0,,,
08-Sep-16,86.55,0,,,
09-Sep-16,86.13,0,,,
12-Sep-16,85.91,0,,,
13-Sep-16,85.61,0,,,
14-Sep-16,85.54,0,,,
15-Sep-16,85.56,0,,,
16-Sep-16,85.49,0,,,
19-Sep-16,85.6,0,,,
20-Sep-16,85.64,0,,,
21-Sep-16,85.73,0,,,
22-Sep-16,86.28,0,,,
23-Sep-16,86.34,0,,,
26-Sep-16,86.21,0,,,
27-Sep-16,86.14,0,,,
28-Sep-16,86.31,0,,,
29-Sep-16,86.53,0,,,
30-Sep-16,86.63,0,,,
03-Oct-16,86.37,0.39,,,
04-Oct-16,86.48,0,,,
05-Oct-16,86.57,0,,,
06-Oct-16,86.61,0,,,
07-Oct-16,86.65,0,,,
10-Oct-16,86.69,0,,,
11-Oct-16,86.67,0,,,
12-Oct-16,86.64,0,,,
13-Oct-16,86.48,0,,,
14-Oct-16,86.62,0,,,
17-Oct-16,86.66,0,,,
18-Oct-16,86.8,0,,,
19-Oct-16,87.03,0,,,
20-Oct-16,87.12,0,,,
21-Oct-16,87.12,0,,,
24-Oct-16,87.18,0,,,
25-Oct-16,87.16,0,,,
26-Oct-16,86.93,0,,,
27-Oct-16,86.69,0,,,
28-Oct-16,86.45,0,,,
31-Oct-16,86.14,0,,,
01-Nov-16,85.3,0.39,,,
02-Nov-16,85.07,0,,,
03-Nov-16,85.12,0,,,
04-Nov-16,85.04,0,,,
07-Nov-16,85.55,0,,,
08-Nov-16,85.52,0,,,
09-Nov-16,85.27,0,,,
10-Nov-16,84.96,0,,,
11-Nov-16,84.98,0,,,
14-Nov-16,84.09,0,,,
15-Nov-16,84.58,0,,,
16-Nov-16,84.65,0,,,
17-Nov-16,84.8,0,,,
18-Nov-16,84.66,0,,,
21-Nov-16,84.81,0,,,
22-Nov-16,85.13,0,,,
23-Nov-16,85.16,0,,,
25-Nov-16,85.16,0,,,
28-Nov-16,85.31,0,,,
29-Nov-16,85.27,0,,,
30-Nov-16,85.38,0,,,
01-Dec-16,84.96,0.38,,,
02-Dec-16,85.01,0,,,
05-Dec-16,85.19,0,,,
06-Dec-16,85.46,0,,,
07-Dec-16,85.84,0,,,
08-Dec-16,85.96,0,,,
09-Dec-16,86.14,0,,,
12-Dec-16,86.28,0,,,
13-Dec-16,86.36,0,,,
14-Dec-16,86.38,0,,,
15-Dec-16,85.95,0,,,
16-Dec-16,85.92,0,,,
19-Dec-16,86,0,,,
20-Dec-16,86.06,0,,,
21-Dec-16,86.13,0,,,
22-Dec-16,85.92,0.29,,,
23-Dec-16,86.02,0,,,
27-Dec-16,86.1,0,,,
28-Dec-16,86.19,0,,,
29-Dec-16,86.25,0,,,
30-Dec-16,86.26,0,,,
03-Jan-17,86.51,0,,,
04-Jan-17,86.82,0,,,
05-Jan-17,87.02,0,,,
06-Jan-17,87.07,0,,,
09-Jan-17,87.07,0,,,
10-Jan-17,87.12,0,,,
11-Jan-17,87.06,0,,,
12-Jan-17,87.02,0,,,
13-Jan-17,87.07,0,,,
17-Jan-17,87.09,0,,,
18-Jan-17,87.04,0,,,
19-Jan-17,86.94,0,,,
20-Jan-17,86.88,0,,,
23-Jan-17,86.82,0,,,
24-Jan-17,86.89,0,,,
25-Jan-17,87.11,0,,,
26-Jan-17,87.17,0,,,
27-Jan-17,87.24,0,,,
30-Jan-17,87.18,0,,,
31-Jan-17,87.14,0,,,
01-Feb-17,86.84,0.38,,,
02-Feb-17,86.95,0,,,
03-Feb-17,87.14,0,,,
06-Feb-17,87.24,0,,,
07-Feb-17,87.3,0,,,
08-Feb-17,87.2,0,,,
09-Feb-17,87.18,0,,,
10-Feb-17,87.21,0,,,
13-Feb-17,87.33,0,,,
14-Feb-17,87.37,0,,,
15-Feb-17,87.39,0,,,
16-Feb-17,87.4,0,,,
17-Feb-17,87.37,0,,,
21-Feb-17,87.61,0,,,
22-Feb-17,87.74,0,,,
23-Feb-17,87.86,0,,,
24-Feb-17,87.9,0,,,
27-Feb-17,87.98,0,,,
28-Feb-17,88.08,0,,,
01-Mar-17,87.93,0.38,,,
02-Mar-17,87.91,0,,,
03-Mar-17,87.78,0,,,
06-Mar-17,87.58,0,,,
07-Mar-17,87.27,0,,,
08-Mar-17,86.88,0,,,
09-Mar-17,86.47,0,,,
10-Mar-17,86.51,0,,,
13-Mar-17,86.32,0,,,
14-Mar-17,85.92,0,,,
15-Mar-17,86.25,0,,,
16-Mar-17,86.74,0,,,
17-Mar-17,86.77,0,,,
20-Mar-17,86.66,0,,,
21-Mar-17,86.49,0,,,
22-Mar-17,86.23,0,,,
23-Mar-17,86.35,0,,,
24-Mar-17,86.49,0,,,
27-Mar-17,86.46,0,,,
28-Mar-17,86.69,0,,,
29-Mar-17,87.04,0,,,
30-Mar-17,87.34,0,,,
31-Mar-17,87.41,0,,,
03-Apr-17,87.06,0.37,,,
04-Apr-17,87.04,0,,,
05-Apr-17,87.2,0,,,
06-Apr-17,87.22,0,,,
07-Apr-17,87.27,0,,,
10-Apr-17,87.36,0,,,
11-Apr-17,87.32,0,,,
12-Apr-17,87.27,0,,,
13-Apr-17,87.25,0,,,
17-Apr-17,87.25,0,,,
18-Apr-17,87.17,0,,,
19-Apr-17,87.25,0,,,
20-Apr-17,87.3,0,,,
21-Apr-17,87.36,0,,,
24-Apr-17,87.59,0,,,
25-Apr-17,87.71,0,,,
26-Apr-17,87.84,0,,,
27-Apr-17,87.84,0,,,
28-Apr-17,87.91,0,,,
01-May-17,87.58,0.37,,,
02-May-17,87.68,0,,,
03-May-17,87.68,0,,,
04-May-17,87.46,0,,,
05-May-17,87.41,0,,,
08-May-17,87.49,0,,,
09-May-17,87.57,0,,,
10-May-17,87.65,0,,,
11-May-17,87.71,0,,,
12-May-17,87.74,0,,,
15-May-17,87.88,0,,,
16-May-17,87.95,0,,,
17-May-17,87.87,0,,,
18-May-17,87.77,0,,,
19-May-17,87.98,0,,,
22-May-17,88.12,0,,,
23-May-17,88.2,0,,,
24-May-17,88.25,0,,,
25-May-17,88.33,0,,,
26-May-17,88.33,0,,,
30-May-17,88.39,0,,,
31-May-17,88.39,0,,,
01-Jun-17,88.12,0.38,,,
02-Jun-17,88.21,0,,,
05-Jun-17,88.25,0,,,
06-Jun-17,88.23,0,,,
07-Jun-17,88.14,0,,,
08-Jun-17,88.04,0,,,
09-Jun-17,88.08,0,,,
12-Jun-17,88.13,0,,,
13-Jun-17,88.25,0,,,
14-Jun-17,88.28,0,,,
15-Jun-17,88.18,0,,,
16-Jun-17,88.13,0,,,
19-Jun-17,88.21,0,,,
20-Jun-17,88.04,0,,,
21-Jun-17,87.83,0,,,
22-Jun-17,87.77,0,,,
23-Jun-17,87.81,0,,,
26-Jun-17,87.94,0,,,
27-Jun-17,88.02,0,,,
28-Jun-17,88.05,0,,,
29-Jun-17,88.07,0,,,
30-Jun-17,88.08,0,,,
03-Jul-17,87.76,0.38,,,
05-Jul-17,87.77,0,,,
06-Jul-17,87.63,0,,,
07-Jul-17,87.44,0,,,
10-Jul-17,87.47,0,,,
11-Jul-17,87.5,0,,,
12-Jul-17,87.72,0,,,
13-Jul-17,87.81,0,,,
14-Jul-17,87.98,0,,,
17-Jul-17,88.17,0,,,
18-Jul-17,88.27,0,,,
19-Jul-17,88.42,0,,,
20-Jul-17,88.53,0,,,
21-Jul-17,88.52,0,,,
24-Jul-17,88.54,0,,,
25-Jul-17,88.58,0,,,
26-Jul-17,88.65,0,,,
27-Jul-17,88.62,0,,,
28-Jul-17,88.61,0,,,
31-Jul-17,88.61,0,,,
01-Aug-17,88.3,0.37,,,
02-Aug-17,88.33,0,,,
03-Aug-17,88.27,0,,,
04-Aug-17,88.24,0,,,
07-Aug-17,88.24,0,,,
08-Aug-17,88.16,0,,,
09-Aug-17,87.8,0,,,
10-Aug-17,87.54,0,,,
11-Aug-17,87.43,0,,,
14-Aug-17,87.61,0,,,
15-Aug-17,87.6,0,,,
16-Aug-17,87.67,0,,,
17-Aug-17,87.58,0,,,
18-Aug-17,87.47,0,,,
21-Aug-17,87.49,0,,,
22-Aug-17,87.53,0,,,
23-Aug-17,87.58,0,,,
24-Aug-17,87.68,0,,,
25-Aug-17,87.77,0,,,
28-Aug-17,87.86,0,,,
29-Aug-17,87.85,0,,,
30-Aug-17,87.94,0,,,
31-Aug-17,88.09,0,,,
01-Sep-17,87.81,0.37,,,
05-Sep-17,87.83,0,,,
06-Sep-17,87.9,0,,,
07-Sep-17,87.94,0,,,
08-Sep-17,87.87,0,,,
11-Sep-17,87.92,0,,,
12-Sep-17,87.94,0,,,
13-Sep-17,87.96,0,,,
14-Sep-17,88.02,0,,,
15-Sep-17,88.03,0,,,
18-Sep-17,88.11,0,,,
19-Sep-17,88.15,0,,,
20-Sep-17,88.21,0,,,
21-Sep-17,88.18,0,,,
22-Sep-17,88.17,0,,,
25-Sep-17,88.24,0,,,
26-Sep-17,88.31,0,,,
27-Sep-17,88.28,0,,,
28-Sep-17,88.34,0,,,
29-Sep-17,88.41,0,,,
02-Oct-17,88.08,0.37,,,
03-Oct-17,88.1,0,,,
04-Oct-17,88.12,0,,,
05-Oct-17,88.18,0,,,
06-Oct-17,88.16,0,,,
09-Oct-17,88.2,0,,,
10-Oct-17,88.23,0,,,
11-Oct-17,88.24,0,,,
12-Oct-17,88.18,0,,,
13-Oct-17,88.14,0,,,
16-Oct-17,88.2,0,,,
17-Oct-17,88.28,0,,,
18-Oct-17,88.34,0,,,
19-Oct-17,88.37,0,,,
20-Oct-17,88.41,0,,,
23-Oct-17,88.47,0,,,
24-Oct-17,88.48,0,,,
25-Oct-17,88.3,0,,,
26-Oct-17,88.29,0,,,
27-Oct-17,88.23,0,,,
30-Oct-17,88.24,0,,,
31-Oct-17,88.26,0,,,
01-Nov-17,87.93,0.37,,,
02-Nov-17,87.85,0,,,
03-Nov-17,87.84,0,,,
06-Nov-17,87.83,0,,,
07-Nov-17,87.76,0,,,
08-Nov-17,87.43,0,,,
09-Nov-17,87.07,0,,,
10-Nov-17,87.07,0,,,
13-Nov-17,87.04,0,,,
14-Nov-17,86.81,0,,,
15-Nov-17,86.54,0,,,
16-Nov-17,87.04,0,,,
17-Nov-17,87.1,0,,,
20-Nov-17,87.2,0,,,
21-Nov-17,87.33,0,,,
22-Nov-17,87.42,0,,,
24-Nov-17,87.46,0,,,
27-Nov-17,87.5,0,,,
28-Nov-17,87.48,0,,,
29-Nov-17,87.52,0,,,
30-Nov-17,87.54,0,,,
01-Dec-17,87.18,0.37,,,
04-Dec-17,87.28,0,,,
05-Dec-17,87.3,0,,,
06-Dec-17,87.21,0,,,
07-Dec-17,87.15,0,,,
08-Dec-17,87.17,0,,,
11-Dec-17,87.23,0,,,
12-Dec-17,87.28,0,,,
13-Dec-17,87.27,0,,,
14-Dec-17,87.23,0,,,
15-Dec-17,87.2,0,,,
18-Dec-17,87.21,0,,,
19-Dec-17,87.17,0,,,
20-Dec-17,87.16,0,,,
21-Dec-17,86.81,0.36,,,
22-Dec-17,86.82,0,,,
26-Dec-17,86.86,0,,,
27-Dec-17,86.9,0,,,
28-Dec-17,86.94,0,,,
29-Dec-17,86.97,0,,,
02-Jan-18,87.08,0,,,
03-Jan-18,87.33,0,,,
04-Jan-18,87.57,0,,,
05-Jan-18,87.68,0,,,
08-Jan-18,87.72,0,,,
09-Jan-18,87.7,0,,,
10-Jan-18,87.45,0,,,
11-Jan-18,87.52,0,,,
12-Jan-18,87.54,0,,,
16-Jan-18,87.61,0,,,
17-Jan-18,87.57,0,,,
18-Jan-18,87.46,0,,,
19-Jan-18,87.4,0,,,
22-Jan-18,87.43,0,,,
23-Jan-18,87.56,0,,,
24-Jan-18,87.6,0,,,
25-Jan-18,87.62,0,,,
26-Jan-18,87.64,0,,,
29-Jan-18,87.54,0,,,
30-Jan-18,87.28,0,,,
31-Jan-18,87.34,0,,,
01-Feb-18,86.88,0.37,,,
02-Feb-18,86.51,0,,,
05-Feb-18,86.31,0,,,
06-Feb-18,85.99,0,,,
07-Feb-18,86.27,0,,,
08-Feb-18,85.83,0,,,
09-Feb-18,85.14,0,,,
12-Feb-18,85.46,0,,,
13-Feb-18,85.24,0,,,
14-Feb-18,85.24,0,,,
15-Feb-18,85.68,0,,,
16-Feb-18,86.01,0,,,
20-Feb-18,86.12,0,,,
21-Feb-18,86.1,0,,,
22-Feb-18,85.96,0,,,
23-Feb-18,85.89,0,,,
26-Feb-18,86.16,0,,,
27-Feb-18,86.16,0,,,
28-Feb-18,86.13,0,,,
01-Mar-18,85.61,0.34,,,
02-Mar-18,85.34,0,,,
05-Mar-18,85.49,0,,,
06-Mar-18,85.69,0,,,
07-Mar-18,85.6,0,,,
08-Mar-18,85.62,0,,,
09-Mar-18,85.68,0,,,
12-Mar-18,85.7,0,,,
13-Mar-18,85.64,0,,,
14-Mar-18,85.55,0,,,
15-Mar-18,85.47,0,,,
16-Mar-18,85.51,0,,,
19-Mar-18,85.39,0,,,
20-Mar-18,85.35,0,,,
21-Mar-18,85.38,0,,,
22-Mar-18,85.28,0,,,
23-Mar-18,85.21,0,,,
26-Mar-18,85.2,0,,,
27-Mar-18,85.3,0,,,
28-Mar-18,85.23,0,,,
29-Mar-18,85.29,0,,,
02-Apr-18,84.85,0.35,,,
03-Apr-18,84.86,0,,,
04-Apr-18,84.9,0,,,
05-Apr-18,85.21,0,,,
06-Apr-18,85.26,0,,,
09-Apr-18,85.37,0,,,
10-Apr-18,85.62,0,,,
11-Apr-18,85.7,0,,,
12-Apr-18,85.87,0,,,
13-Apr-18,86.07,0,,,
16-Apr-18,86.19,0,,,
17-Apr-18,86.35,0,,,
18-Apr-18,86.38,0,,,
19-Apr-18,86.05,0,,,
20-Apr-18,85.92,0,,,
23-Apr-18,85.74,0,,,
24-Apr-18,85.59,0,,,
25-Apr-18,85.34,0,,,
26-Apr-18,85.49,0,,,
27-Apr-18,85.55,0,,,
30-Apr-18,85.57,0,,,
01-May-18,85.11,0.36,,,
02-May-18,85.21,0,,,
03-May-18,85.12,0,,,
04-May-18,85.17,0,,,
07-May-18,85.28,0,,,
08-May-18,85.28,0,,,
09-May-18,85.33,0,,,
10-May-18,85.41,0,,,
11-May-18,85.47,0,,,
14-May-18,85.52,0,,,
15-May-18,85.37,0,,,
16-May-18,85.32,0,,,
17-May-18,85.31,0,,,
18-May-18,85.28,0,,,
21-May-18,85.31,0,,,
22-May-18,85.37,0,,,
23-May-18,85.29,0,,,
24-May-18,85.32,0,,,
25-May-18,85.3,0,,,
29-May-18,85.11,0,,,
30-May-18,85.24,0,,,
31-May-18,85.34,0,,,
01-Jun-18,85.03,0.38,,,
04-Jun-18,85.14,0,,,
05-Jun-18,85.23,0,,,
06-Jun-18,85.33,0,,,
07-Jun-18,85.46,0,,,
08-Jun-18,85.47,0,,,
11-Jun-18,85.55,0,,,
12-Jun-18,85.65,0,,,
13-Jun-18,85.75,0,,,
14-Jun-18,85.85,0,,,
15-Jun-18,85.87,0,,,
18-Jun-18,85.85,0,,,
19-Jun-18,85.77,0,,,
20-Jun-18,85.89,0,,,
21-Jun-18,85.83,0,,,
22-Jun-18,85.85,0,,,
25-Jun-18,85.71,0,,,
26-Jun-18,85.62,0,,,
27-Jun-18,85.55,0,,,
28-Jun-18,85.22,0,,,
29-Jun-18,85.28,0,,,
02-Jul-18,84.63,0.38,,,
03-Jul-18,84.73,0,,,
05-Jul-18,84.78,0,,,
06-Jul-18,84.85,0,,,
09-Jul-18,85.08,0,,,
10-Jul-18,85.26,0,,,
11-Jul-18,85.16,0,,,
12-Jul-18,85.31,0,,,
13-Jul-18,85.38,0,,,
16-Jul-18,85.37,0,,,
17-Jul-18,85.38,0,,,
18-Jul-18,85.43,0,,,
19-Jul-18,85.42,0,,,
20-Jul-18,85.44,0,,,
23-Jul-18,85.48,0,,,
24-Jul-18,85.56,0,,,
25-Jul-18,85.59,0,,,
26-Jul-18,85.69,0,,,
27-Jul-18,85.72,0,,,
30-Jul-18,85.76,0,,,
31-Jul-18,85.87,0,,,
01-Aug-18,85.52,0.37,,,
02-Aug-18,85.56,0,,,
03-Aug-18,85.68,0,,,
06-Aug-18,85.75,0,,,
07-Aug-18,85.91,0,,,
08-Aug-18,85.9,0,,,
09-Aug-18,85.9,0,,,
10-Aug-18,85.75,0,,,
13-Aug-18,85.68,0,,,
14-Aug-18,85.7,0,,,
15-Aug-18,85.59,0,,,
16-Aug-18,85.71,0,,,
17-Aug-18,85.74,0,,,
20-Aug-18,85.83,0,,,
21-Aug-18,85.92,0,,,
22-Aug-18,86.03,0,,,
23-Aug-18,86.04,0,,,
24-Aug-18,86.08,0,,,
27-Aug-18,86.16,0,,,
28-Aug-18,86.17,0,,,
29-Aug-18,86.19,0,,,
30-Aug-18,86.16,0,,,
31-Aug-18,86.1,0,,,
04-Sep-18,85.75,0.37,,,
05-Sep-18,85.67,0,,,
06-Sep-18,85.63,0,,,
07-Sep-18,85.59,0,,,
10-Sep-18,85.65,0,,,
11-Sep-18,85.71,0,,,
12-Sep-18,85.86,0,,,
13-Sep-18,85.97,0,,,
14-Sep-18,86.04,0,,,
17-Sep-18,86.05,0,,,
18-Sep-18,86.11,0,,,
19-Sep-18,86.08,0,,,
20-Sep-18,86.06,0,,,
21-Sep-18,86.07,0,,,
24-Sep-18,86.02,0,,,
25-Sep-18,86.01,0,,,
26-Sep-18,86.06,0,,,
27-Sep-18,86.11,0,,,
28-Sep-18,86.17,0,,,
01-Oct-18,86,0.39,,,
02-Oct-18,86.06,0,,,
03-Oct-18,86.04,0,,,
04-Oct-18,85.59,0,,,
05-Oct-18,85.42,0,,,
08-Oct-18,85.46,0,,,
09-Oct-18,85.17,0,,,
10-Oct-18,84.8,0,,,
11-Oct-18,84.79,0,,,
12-Oct-18,84.98,0,,,
15-Oct-18,85.03,0,,,
16-Oct-18,85.21,0,,,
17-Oct-18,85.17,0,,,
18-Oct-18,84.98,0,,,
19-Oct-18,84.92,0,,,
22-Oct-18,84.9,0,,,
23-Oct-18,84.59,0,,,
24-Oct-18,84.65,0,,,
25-Oct-18,84.49,0,,,
26-Oct-18,84.26,0,,,
29-Oct-18,84.29,0,,,
30-Oct-18,84.09,0,,,
31-Oct-18,84.34,0,,,
01-Nov-18,84,0.42,,,
02-Nov-18,84.11,0,,,
05-Nov-18,84.18,0,,,
06-Nov-18,84.27,0,,,
07-Nov-18,84.56,0,,,
08-Nov-18,84.62,0,,,
09-Nov-18,84.26,0,,,
12-Nov-18,84.3,0,,,
13-Nov-18,83.91,0,,,
14-Nov-18,83.57,0,,,
15-Nov-18,83.21,0,,,
16-Nov-18,83.1,0,,,
19-Nov-18,83.03,0,,,
20-Nov-18,82.78,0,,,
21-Nov-18,83.04,0,,,
23-Nov-18,82.89,0,,,
26-Nov-18,83.12,0,,,
27-Nov-18,83,0,,,
28-Nov-18,83.26,0,,,
29-Nov-18,83.44,0,,,
30-Nov-18,83.5,0,,,
03-Dec-18,83.5,0.38,,,
04-Dec-18,83.41,0,,,
06-Dec-18,82.83,0,,,
07-Dec-18,83.02,0,,,
10-Dec-18,82.83,0,,,
11-Dec-18,82.94,0,,,
12-Dec-18,83.2,0,,,
13-Dec-18,83.24,0,,,
14-Dec-18,83.13,0,,,
17-Dec-18,82.93,0,,,
18-Dec-18,82.16,0.39,,,
19-Dec-18,81.95,0,,,
20-Dec-18,80.79,0,,,
21-Dec-18,80.56,0,,,
24-Dec-18,80.33,0,,,
26-Dec-18,80.22,0,,,
27-Dec-18,80.37,0,,,
28-Dec-18,80.71,0,,,
31-Dec-18,80.9,0,,,
02-Jan-19,80.97,0,,,
03-Jan-19,81.07,0,,,
04-Jan-19,82.14,0,,,
07-Jan-19,82.77,0,,,
08-Jan-19,83.2,0,,,
09-Jan-19,83.61,0,,,
10-Jan-19,83.54,0,,,
11-Jan-19,83.59,0,,,
14-Jan-19,83.46,0,,,
15-Jan-19,83.57,0,,,
16-Jan-19,83.87,0,,,
17-Jan-19,83.91,0,,,
18-Jan-19,84.2,0,,,
22-Jan-19,83.99,0,,,
23-Jan-19,83.93,0,,,
24-Jan-19,83.88,0,,,
25-Jan-19,84.1,0,,,
28-Jan-19,83.99,0,,,
29-Jan-19,84.1,0,,,
30-Jan-19,84.29,0,,,
31-Jan-19,84.71,0,,,
01-Feb-19,84.43,0.39,,,
04-Feb-19,84.52,0,,,
05-Feb-19,84.84,0,,,
06-Feb-19,84.94,0,,,
07-Feb-19,84.62,0,,,
08-Feb-19,84.51,0,,,
11-Feb-19,84.57,0,,,
12-Feb-19,84.88,0,,,
13-Feb-19,84.92,0,,,
14-Feb-19,84.92,0,,,
15-Feb-19,85.07,0,,,
19-Feb-19,85.13,0,,,
20-Feb-19,85.23,0,,,
21-Feb-19,85.23,0,,,
22-Feb-19,85.32,0,,,
25-Feb-19,85.47,0,,,
26-Feb-19,85.58,0,,,
27-Feb-19,85.68,0,,,
28-Feb-19,85.71,0,,,
01-Mar-19,85.37,0.38,,,
04-Mar-19,85.35,0,,,
05-Mar-19,85.3,0,,,
06-Mar-19,85.18,0,,,
07-Mar-19,85.05,0,,,
08-Mar-19,84.81,0,,,
11-Mar-19,84.99,0,,,
12-Mar-19,85.19,0,,,
13-Mar-19,85.43,0,,,
14-Mar-19,85.49,0,,,
15-Mar-19,85.55,0,,,
18-Mar-19,85.6,0,,,
19-Mar-19,85.69,0,,,
20-Mar-19,85.71,0,,,
21-Mar-19,85.91,0,,,
22-Mar-19,85.79,0,,,
25-Mar-19,85.71,0,,,
26-Mar-19,85.84,0,,,
27-Mar-19,85.87,0,,,
28-Mar-19,85.91,0,,,
29-Mar-19,86.09,0,,,
01-Apr-19,85.92,0.38,,,
02-Apr-19,85.95,0,,,
03-Apr-19,86.05,0,,,
04-Apr-19,86.06,0,,,
05-Apr-19,86.19,0,,,
08-Apr-19,86.27,0,,,
09-Apr-19,86.28,0,,,
10-Apr-19,86.33,0,,,
11-Apr-19,86.49,0,,,
12-Apr-19,86.67,0,,,
15-Apr-19,86.68,0,,,
16-Apr-19,86.71,0,,,
17-Apr-19,86.63,0,,,
18-Apr-19,86.58,0,,,
22-Apr-19,86.57,0,,,
23-Apr-19,86.65,0,,,
24-Apr-19,86.71,0,,,
25-Apr-19,86.65,0,,,
26-Apr-19,86.68,0,,,
29-Apr-19,86.76,0,,,
30-Apr-19,86.79,0,,,
01-May-19,86.47,0.37,,,
02-May-19,86.31,0,,,
03-May-19,86.42,0,,,
06-May-19,86.34,0,,,
07-May-19,86.19,0,,,
08-May-19,86.19,0,,,
09-May-19,85.96,0,,,
10-May-19,85.91,0,,,
13-May-19,85.54,0,,,
14-May-19,85.7,0,,,
15-May-19,85.62,0,,,
16-May-19,85.85,0,,,
17-May-19,85.83,0,,,
20-May-19,85.83,0,,,
21-May-19,85.96,0,,,
22-May-19,85.92,0,,,
23-May-19,85.61,0,,,
24-May-19,85.72,0,,,
28-May-19,85.73,0,,,
29-May-19,85.41,0,,,
30-May-19,85.52,0,,,
31-May-19,85.19,0,,,
03-Jun-19,84.78,0.39,,,
04-Jun-19,85.16,0,,,
05-Jun-19,85.32,0,,,
06-Jun-19,85.44,0,,,
07-Jun-19,85.77,0,,,
10-Jun-19,86.05,0,,,
