,0
2008-03-26,0.001705071465127217
2008-03-27,5.260202509060896e-05
2008-03-28,0.0014879923953865504
2008-03-31,0.0010072746963822876
2008-04-01,-8.080964699597182e-05
2008-04-02,0.0010120822606360935
2008-04-03,0.0013832531814339522
2008-04-04,0.001433369974978671
2008-04-07,0.0036547124431691724
2008-04-08,0.0014739149543714358
2008-04-09,0.0006835661677790927
2008-04-10,0.0001571047387882718
2008-04-11,1.744068847564506e-06
2008-04-14,1.7008784332084304e-06
2008-04-15,0.0001065454262281218
2008-04-16,0.000994648336189785
2008-04-17,0.0012439595485489452
2008-04-18,0.001158018856188603
2008-04-21,0.002404098282852818
2008-04-22,0.0008198043688756318
2008-04-23,0.0006948712435377313
2008-04-24,0.00015748914616531273
2008-04-25,0.0011898483144365812
2008-04-28,0.001352359146768789
2008-04-29,0.00023981489728175376
2008-04-30,0.001143697608147587
2008-05-01,0.0011090329334784155
2008-05-02,0.0037376592553035604
2008-05-05,0.0015865340449454646
2008-05-06,-0.0007375193684697745
2008-05-07,-0.0006170491696685376
2008-05-08,-0.00029163783742236493
2008-05-09,-0.00037390446863339033
2008-05-12,0.0007309587684780627
2008-05-13,-0.0013144414781329772
2008-05-14,0.0008962944898316394
2008-05-15,0.0009361139548924591
2008-05-16,0.0006485633447086414
2008-05-19,0.0009416815872482776
2008-05-20,0.00032095729852565924
2008-05-21,-0.0005755559205111727
2008-05-22,0.0004525024403894129
2008-05-23,-0.0001275829459984612
2008-05-27,-0.001107399616922855
2008-05-28,-0.00040452435228688355
2008-05-29,-9.864401666614953e-05
2008-05-30,0.000607414612158852
2008-06-01,0.0027131793524366454
2008-06-02,9.435316072670119e-06
2008-06-03,-0.0014928651130686754
2008-06-04,-0.0007517289020578799
2008-06-05,-0.0011676212709702538
2008-06-06,0.0019905091822440824
2008-06-09,-0.0008816610223235655
2008-06-10,-0.0003552993402964333
2008-06-11,-0.00013790141134339962
2008-06-12,-0.0015057407484544427
2008-06-13,0.0002987923311057461
2008-06-16,1.7838508501899497e-05
2008-06-17,0.0001424700055960848
2008-06-18,1.775256920555357e-05
2008-06-19,-0.0009786259395475616
2008-06-20,-0.0007146845479524266
2008-06-23,-0.0018852859875428951
2008-06-24,-0.00021484317948761156
2008-06-25,-0.00428482662783658
2008-06-26,-0.0015293226829220519
2008-06-27,-0.003828988949819201
2008-06-30,0.0005965644673924242
2008-07-01,-0.0027646935777572157
2008-07-02,-0.0008864746698820092
2008-07-03,0.0005821427084142794
2008-07-07,0.0019405781009680378
2008-07-08,-0.002508075956661693
2008-07-09,-0.0017037278265332745
2008-07-10,0.0012391674175309397
2008-07-11,-0.0008879765974961762
2008-07-14,-0.0003984206531206791
2008-07-15,-0.0012719008411858912
2008-07-16,9.297444220890405e-05
2008-07-17,-0.0005086970587265816
2008-07-18,0.0020637258888305254
2008-07-21,0.0004739244285996147
2008-07-22,0.0014534039890259365
2008-07-23,0.0002002636169224914
2008-07-24,0.0015564544324424556
2008-07-25,-0.0005578454240816599
2008-07-28,0.0007408047213040003
2008-07-29,-0.0009358238572845234
2008-07-30,-0.001695224374461013
2008-07-31,0.0006349178426579005
2008-08-01,-0.0011221518934468877
2008-08-04,-0.0007280991792530944
2008-08-05,-0.0006741436891484209
2008-08-06,-0.0005102163053818387
2008-08-07,0.00047819271196192226
2008-08-08,-0.0018819347898979544
2008-08-11,0.00047958686689852925
2008-08-12,0.0005890053132575623
2008-08-13,-1.6193035895173402e-05
2008-08-14,0.0007528639359488665
2008-08-15,-0.0003453425369525087
2008-08-18,0.001355561814380346
2008-08-19,0.0007496215195885725
2008-08-20,-0.0007266485200768669
2008-08-21,-0.000891603636154259
2008-08-22,-0.0007833739239632154
2008-08-25,0.001190811554421023
2008-08-26,-0.0002900348706926792
2008-08-27,0.000531158283774591
2008-08-28,-0.0005086113220860167
2008-08-29,0.0008593702439319006
2008-09-01,-0.0011908308998244133
2008-09-02,-0.00013022912659055308
2008-09-03,0.0010597549794346683
2008-09-04,0.00023321820226640533
2008-09-05,-0.001355076467769667
2008-09-08,0.0016595763231823657
2008-09-09,-0.0004243977465681059
2008-09-10,-0.0017897269552943351
2008-09-11,-0.0003147788380659655
2008-09-12,-0.0008622830846870544
2008-09-15,-0.0026162390127275614
2008-09-16,-0.008074987528574717
2008-09-17,-0.00377795654189661
2008-09-18,-0.006332917561261309
2008-09-19,8.849129969834557e-05
2008-09-22,0.0041271512961951196
2008-09-23,-0.0012132133324667116
2008-09-24,-0.001835534113516557
2008-09-25,-0.005803245590389139
2008-09-26,-0.008094103751250303
2008-09-29,-0.004958122853543578
2008-09-30,-0.006876847906486905
2008-10-01,-0.006282793498878281
2008-10-02,-0.00830815233818294
2008-10-03,-0.011577146499892499
2008-10-06,-0.005906962756163647
2008-10-07,-0.011575673111481777
2008-10-08,-0.0033565727115537625
2008-10-09,-0.008553483918152471
2008-10-10,-0.007288193070283611
2008-10-13,4.972541752468196e-05
2008-10-14,-0.020879652965410056
2008-10-15,-0.0064066073442724525
2008-10-16,-0.011964924278976885
2008-10-17,-0.004871786781149301
2008-10-20,0.001563671804620137
2008-10-21,0.00976459033038335
2008-10-22,0.003599417520015802
2008-10-23,-0.0030594022106282814
2008-10-24,-0.0030733322010916275
2008-10-27,-0.008344504605595437
2008-10-28,-0.00444739771294933
2008-10-29,-0.00027522941088109487
2008-10-30,0.0023796397394029167
2008-10-31,0.005590818859198654
2008-11-03,0.0037882526371111336
2008-11-04,0.004803137783428335
2008-11-05,0.002019638707603688
2008-11-06,0.0032944469133360244
2008-11-07,-0.00020959188546398888
2008-11-10,-0.0002096369511229712
2008-11-11,-0.000280573744485757
2008-11-12,-0.0007057987279116551
2008-11-13,-0.0019114167371034885
2008-11-14,-0.00191581947741426
2008-11-17,-0.006129123163663319
2008-11-18,-0.00785465903163629
2008-11-19,-0.018221672925244126
2008-11-20,-0.009536422196527172
2008-11-21,-0.010401876089278561
2008-11-24,-0.0016849694062001097
2008-11-25,-0.0023212339566488494
2008-11-26,0.0018819284361384359
2008-11-28,0.001871407906267386
2008-12-01,-0.006722398874168811
2008-12-02,0.0015794045795878286
2008-12-03,-0.0008826520379729974
2008-12-04,-0.0022354830562951733
2008-12-05,-0.0012888877836929602
2008-12-08,0.001589281613313842
2008-12-09,0.00022796807766423122
2008-12-10,-0.0014482844298521202
2008-12-11,0.0031109893675558276
2008-12-12,0.0009442020523657835
2008-12-15,-0.004302646823461709
2008-12-16,0.002714320162125361
2008-12-17,0.0002279498028765481
2008-12-18,0.011635089934155518
2008-12-19,0.012156911263984327
2008-12-22,0.0022803791806744744
2008-12-23,0.005228564549616399
2008-12-24,0.004727085923354801
2008-12-26,0.0010407907728080534
2008-12-29,0.0047459842274117925
2008-12-30,0.006301828165211409
2008-12-31,0.0018327036032708133
2009-01-02,-0.00028973523290154457
2009-01-05,0.014759564811311465
2009-01-06,0.016616147729499264
2009-01-07,0.01031866043173335
2009-01-08,0.0008890830217838097
2009-01-09,-0.002118990888737682
2009-01-12,0.0018022126220096357
2009-01-13,-0.0007803751790642632
2009-01-14,0.0006162493391135282
2009-01-15,-0.0029309542811386535
2009-01-16,-0.0032774218830942115
2009-01-20,0.000349855393401155
2009-01-21,-0.00134026501902329
2009-01-22,-0.001509498408367116
2009-01-23,-0.0015158439717374295
2009-01-26,-0.0019080878785557864
2009-01-27,0.0014050021014684333
2009-01-28,0.0018985886147633302
2009-01-29,0.001286727551035094
2009-01-30,0.0009546798928889988
2009-02-02,0.0006087571836990158
2009-02-03,2.056117999860163e-05
2009-02-04,0.001292748881120076
2009-02-05,0.0020623291856811665
2009-02-06,-8.833414608888646e-05
2009-02-09,7.644407421758537e-05
2009-02-10,0.0009561320411621832
2009-02-11,0.0014486818705452542
2009-02-12,-0.0022215292598797287
2009-02-13,-0.0014641615473705016
2009-02-17,-0.0008627038213968596
2009-02-18,-0.0021381953736413495
2009-02-19,-0.0034856586204375928
2009-02-20,0.0018701038405932735
2009-02-23,0.00013097445996002044
2009-02-24,-0.003781646505156
2009-02-25,-0.006073144522462992
2009-02-26,-0.001299974779767954
2009-02-27,-0.0021084087202122292
2009-03-01,0.0024663690620010392
2009-03-02,-0.004582647971532405
2009-03-03,-0.0039033232687925024
2009-03-04,-0.0058477092668810515
2009-03-05,-0.004482646869314433
2009-03-06,-0.004166800735170062
2009-03-09,-0.000141786309252101
2009-03-10,0.0009685138091413137
2009-03-11,0.001644686864209488
2009-03-12,0.0015172134377012814
2009-03-13,0.0031658520763198084
2009-03-16,0.0032676315673854095
2009-03-17,0.003548322809637572
2009-03-18,-0.00031176782525776936
2009-03-19,0.0005875021359458277
2009-03-20,0.003224422985013131
2009-03-23,0.0012989231076743213
2009-03-24,0.002840119833984245
2009-03-25,0.0020570805425255134
2009-03-26,0.0005210407980975607
2009-03-27,0.002048004911408663
2009-03-30,0.002215802266859468
2009-03-31,0.0011003588662159558
2009-04-01,-6.0666251848751074e-05
2009-04-02,0.0008155054138057061
2009-04-03,0.002785179570771179
2009-04-06,0.002697630206496937
2009-04-07,0.0017271688498972093
2009-04-08,0.0012816804322512976
2009-04-09,0.00560351079582877
2009-04-13,0.0035876618412817862
2009-04-14,0.0016922116534456855
2009-04-15,0.0019030525947028032
2009-04-16,0.0025411034745121963
2009-04-17,0.0027436580989403936
2009-04-20,0.004533965602640189
2009-04-21,-0.001102546977159058
2009-04-22,-0.0005508432418371845
2009-04-23,0.0002826328494012209
2009-04-24,0.0016901637268518233
2009-04-27,0.0017260310015836389
2009-04-28,0.0007263300630784286
2009-04-29,0.0013872791877231894
2009-04-30,0.0033622972727340716
2009-05-01,0.0009793045077965967
2009-05-04,0.0017098601585328055
2009-05-05,0.0016630474738199563
2009-05-06,0.0010046208975103
2009-05-07,0.0014509974103043
2009-05-08,0.001771751485334594
2009-05-11,0.0024121957553830953
2009-05-12,-9.219940187998876e-05
2009-05-13,0.00035001923032962345
2009-05-14,-0.0011779556460189688
2009-05-15,0.0005119590290980636
2009-05-18,0.00010847127071444973
2009-05-19,-0.0005370144296339419
2009-05-20,0.0019273924108595963
2009-05-21,0.001798985847130341
2009-05-22,0.001031031635079449
2009-05-26,0.0017890892921976764
2009-05-27,0.0011454808636501834
2009-05-28,0.0008254701687724353
2009-05-29,0.0020143307693905044
2009-06-01,0.004490851116692118
2009-06-02,0.0022832694403449594
2009-06-03,0.0026685798209251654
2009-06-04,0.001003091296302161
2009-06-05,-5.744515949768214e-05
2009-06-08,0.0008848123353064619
2009-06-09,0.0014329942718112054
2009-06-10,0.0014688255259471816
2009-06-11,0.0013094359975880376
2009-06-12,0.0008015003950745392
2009-06-15,0.0020432844191944355
2009-06-16,0.0006055246131457803
2009-06-17,-0.0007075783000357605
2009-06-18,-0.0021429448778071958
2009-06-19,-0.0009897587394522844
2009-06-22,-0.00025111971800539923
2009-06-23,-0.0005652560902204007
2009-06-24,-0.0008028149143606278
2009-06-25,0.0012415881435909881
2009-06-26,0.001239360771043252
2009-06-29,0.0013155131770430373
2009-06-30,0.0013519875244536461
2009-07-01,0.001366370353215185
2009-07-02,0.001237832297910746
2009-07-06,0.00045295109471599204
2009-07-07,-0.0003685368779615672
2009-07-08,0.0004140930411455912
2009-07-09,-0.000643716740380329
2009-07-10,0.0002966152804084743
2009-07-13,0.0002966794201566536
2009-07-14,0.0005324414932039723
2009-07-15,0.0008857184554542652
2009-07-16,0.001355313709490824
2009-07-17,0.001508860027577219
2009-07-20,0.0025182886269559113
2009-07-21,0.001653200081245254
2009-07-22,0.0029223954925872153
2009-07-23,0.0024827811740757433
2009-07-24,0.0023560580662065345
2009-07-27,0.003520366321503543
2009-07-28,0.0016513591818503315
2009-07-29,-3.898700598992111e-05
2009-07-30,0.0010855773358953158
2009-07-31,0.0028800956488614915
2009-08-03,0.004153616300320406
2009-08-04,0.000743295566695723
2009-08-05,0.0002980727978816322
2009-08-06,0.00018693468937591717
2009-08-07,0.001744295871407564
2009-08-10,0.0008893411836687903
2009-08-11,0.0005196902653399338
2009-08-12,-0.0013972285757972713
2009-08-13,-0.0012938223634606505
2009-08-14,0.0011538030074149663
2009-08-17,-0.0017051113917656568
2009-08-18,-0.002424654692005812
2009-08-19,-0.000979082612269755
2009-08-20,0.0010149693926926329
2009-08-21,-0.00026589693879475185
2009-08-24,0.001504886904298175
2009-08-25,0.000261217896225574
2009-08-26,0.0022154345666713926
2009-08-27,3.724625603318543e-05
2009-08-28,0.0008603191083171868
2009-08-31,0.00018703075377879408
2009-09-01,0.004867530410164633
2009-09-02,-0.00016066274335180264
2009-09-03,0.0005189129966458594
2009-09-04,0.0008963565944510865
2009-09-08,0.0007823084097062782
2009-09-09,0.0007816792013044527
2009-09-10,0.0030741681277097754
2009-09-11,0.0013744366890853232
2009-09-14,0.0031200617128375185
2009-09-15,0.002508006340904423
2009-09-16,0.0024949685685995426
2009-09-17,0.002153589673788092
2009-09-18,0.0006189294471365958
2009-09-21,0.0003283692094067092
2009-09-22,0.0015619994253557312
2009-09-23,0.0016661720018658066
2009-09-24,0.0019493541652277901
2009-09-25,-0.00010248773129950539
2009-09-28,0.00011261733265066631
2009-09-29,0.000543637451585699
2009-09-30,-0.0005333340176824075
2009-10-01,-0.0002571910243930331
2009-10-02,-0.0007976153200269787
2009-10-05,-7.206727579223138e-05
2009-10-06,0.0010214673703292654
2009-10-07,0.0006561653758334618
2009-10-08,-7.120326848109038e-05
2009-10-09,0.0009109244243969972
2009-10-12,0.0005103448911456532
2009-10-13,0.001018467465557782
2009-10-14,0.00021999482891810196
2009-10-15,0.0009809823738065049
2009-10-16,0.0011605594207839687
2009-10-19,0.000797706345716076
2009-10-20,0.0011213427800234044
2009-10-21,0.0013711838982539692
2009-10-22,0.0005076665295560279
2009-10-23,0.0009375125236934512
2009-10-26,0.0009364059844958472
2009-10-27,0.0011852280355313383
2009-10-28,-0.0014882591662087608
2009-10-29,-0.0003155503161526019
2009-10-30,-0.00045977826108456465
2009-11-02,0.00013605320076282013
2009-11-03,-0.00021442529991055892
2009-11-04,3.8885122247256376e-05
2009-11-05,0.0006194738865161753
2009-11-06,0.0007279905732282543
2009-11-09,0.0006912831041088197
2009-11-10,0.0009079370522355745
2009-11-11,0.0003651844124108461
2009-11-12,0.001051262646950324
2009-11-13,0.0006893851995142253
2009-11-16,0.0008689561268517831
2009-11-17,0.00036493906231194195
2009-11-18,0.00043682763342967057
2009-11-19,0.0004368086954185113
2009-11-20,-2.9899312936509936e-05
2009-11-23,0.00022140218360044983
2009-11-24,0.0004370436085157081
2009-11-25,0.0009757907357241802
2009-11-27,0.00032922128725165756
2009-11-30,4.249321857252575e-05
2009-12-01,0.004416085865902364
2009-12-02,0.0007516372460636411
2009-12-03,-0.0002598939914469911
2009-12-04,0.0010048716648385358
2009-12-07,0.001653015363657806
2009-12-08,0.0003536691538383874
2009-12-09,0.0003536958691170433
2009-12-10,0.0012162130364365975
2009-12-11,0.0008912583982290112
2009-12-14,0.001105005053761987
2009-12-15,0.0005675585920024151
2009-12-16,0.0015664322315969148
2009-12-17,0.0008152947501429697
2009-12-18,0.0006014994976428767
2009-12-21,0.0003529143394473966
2009-12-22,0.0003529412647584884
2009-12-23,0.0012673387407582393
2009-12-24,0.000489937319356315
2009-12-28,0.00041953766289126726
2009-12-29,0.0005214902735264371
2009-12-30,0.0005613185915509522
2009-12-31,0.0004904789506188223
2010-01-04,0.001267326458092688
2010-01-05,0.000677580422383528
2010-01-06,0.0017082681614897233
2010-01-07,0.0010718832286391589
2010-01-08,0.0009536166750090391
2010-01-11,0.000557694286306587
2010-01-12,0.000627095979905512
2010-01-13,0.00034885944822304893
2010-01-14,0.0003257571592258923
2010-01-15,0.00023319397934140618
2010-01-19,0.00046485621882763617
2010-01-20,-0.00032222829058181635
2010-01-21,0.0002332526672335078
2010-01-22,-0.00041642598686886245
2010-01-25,-0.0006740445900685899
2010-01-26,0.00011630110492344414
2010-01-27,-0.0002107485976818868
2010-01-28,0.00044354251142819656
2010-01-29,0.00042015128438976923
2010-02-01,0.00043162580813382867
2010-02-02,0.000420539926102137
2010-02-03,0.0006323986834910755
2010-02-04,0.0003264414834087681
2010-02-05,-0.0013138196341463404
2010-02-08,-0.002246630163856511
2010-02-09,-0.0007571068979108642
2010-02-10,-0.0014430721452102224
2010-02-11,-0.001161794128914595
2010-02-12,6.568202760726116e-05
2010-02-16,0.0010814446136748757
2010-02-17,0.003251825162267963
2010-02-18,0.00125301873845296
2010-02-19,0.0014184330272346557
2010-02-22,0.0014614880685313025
2010-02-23,0.0004209580210550179
2010-02-24,0.0003268325484862
2010-02-25,-0.00017796128410019207
2010-02-26,0.0006031219381401609
2010-03-01,0.004401237387570589
2010-03-02,0.0010646753242005147
2010-03-03,0.0009917772082657095
2010-03-04,0.0007536470966202913
2010-03-05,0.0008477202840588838
2010-03-08,0.0011773515101394239
2010-03-09,0.0010573696197686555
2010-03-10,0.0008913626478175285
2010-03-11,0.0005389294550031121
2010-03-12,0.00035154846871887635
2010-03-15,0.00021113523112981092
2010-03-16,0.0006562557775582345
2010-03-17,0.0005389942323577035
2010-03-18,0.0007260262397190687
2010-03-19,0.0006321851127106815
2010-03-22,0.00032867190744623187
2010-03-23,0.00023542163901613122
2010-03-24,0.0005424887807983225
2010-03-25,0.0005890606129328457
2010-03-26,0.0005889541219246119
2010-03-29,0.0006585764866711141
2010-03-30,0.00047262660296598646
2010-03-31,0.0004147017535347519
2010-04-01,0.00042114335886989096
2010-04-05,0.0008934808235838698
2010-04-06,0.0003794747239480589
2010-04-07,0.0006126406302320309
2010-04-08,0.000565923094046461
2010-04-09,0.0005426091976508118
2010-04-12,0.0007633371540178846
2010-04-13,0.0006699206955900205
2010-04-14,0.0009242486434535291
2010-04-15,0.0005765592022637378
2010-04-16,0.0006571722911723477
2010-04-19,0.0004957452756348957
2010-04-20,0.00041526619659704167
2010-04-21,0.0005994125362855929
2010-04-22,0.0005648139589091716
2010-04-23,0.000553279074871238
2010-04-26,0.0007252692451584775
2010-04-27,0.0005530561467534945
2010-04-28,0.00031285959052396173
2010-04-29,0.0004959891318594423
2010-04-30,0.0005875255026432935
2010-05-03,0.0005466192415288784
2010-05-04,0.000450148962882313
2010-05-05,-0.0006849828332777808
2010-05-06,-0.0015222747376629764
2010-05-07,-0.002513355511629345
2010-05-10,0.0009894821845264357
2010-05-11,0.0006827454375162301
2010-05-12,0.0010343823988914203
2010-05-13,0.0017116315018006478
2010-05-14,-0.0003448549523923372
2010-05-17,-0.00041649726497106077
2010-05-18,0.0006586453029551187
2010-05-19,-0.0008151615940590329
2010-05-20,-0.002694581881900082
2010-05-21,-0.0014355473324608736
2010-05-24,0.0005411446356426985
2010-05-25,-0.003545848097831983
2010-05-26,0.0011609984728633282
2010-05-27,0.0006519560999329599
2010-05-28,0.002168237745547197
2010-06-01,0.004286713645641482
2010-06-02,-0.00038282495045061093
2010-06-03,0.0011070559325587759
2010-06-04,-0.0006800311881137722
2010-06-07,-0.0002046311121760569
2010-06-08,-0.00026464130164494115
2010-06-09,-8.589599217734278e-05
2010-06-10,-0.0006239544769084393
2010-06-11,9.304525515685391e-05
2010-06-14,-0.000505774352922872
2010-06-15,0.003450986607276496
2010-06-16,0.0025960335314882954
2010-06-17,0.002525441442348786
2010-06-18,0.002750905342841614
2010-06-21,0.0017870503445636121
2010-06-22,0.0015286904949336488
2010-06-23,-1.2470376945628026e-05
2010-06-24,-0.0002918322948353147
2010-06-25,0.0003599346803735415
2010-06-28,-0.0006628897893835584
2010-06-29,0.0004468261518628669
2010-06-30,-0.0009562882984880394
2010-07-01,-0.000749280267457908
2010-07-02,0.00027205862078760745
2010-07-06,0.0010999755449281334
2010-07-07,0.0010984160498896944
2010-07-08,0.001921847375415231
2010-07-09,0.0016811308099746736
2010-07-12,0.0006228562165782048
2010-07-13,0.002367345444460822
2010-07-14,0.0017843813089268856
2010-07-15,0.0011412704080695502
2010-07-16,0.0006762768911747763
2010-07-19,-7.628126050784889e-05
2010-07-20,0.0014681425139908555
2010-07-21,0.0012804645336899068
2010-07-22,0.001278047863034093
2010-07-23,0.0007426198811879559
2010-07-26,0.0005801838131811454
2010-07-27,0.0011111900659241947
2010-07-28,0.000740487049216032
2010-07-29,0.000532917536354427
2010-07-30,0.00037194947529317623
2010-08-02,0.00026740385732249017
2010-08-03,0.0009967047875090174
2010-08-04,0.0007873874651487256
2010-08-05,0.00041798997878639277
2010-08-06,0.00037194378840510467
2010-08-09,0.00018778333331415098
2010-08-10,0.0007951643065307046
2010-08-11,-0.0014629091458377985
2010-08-12,-0.0014694120758597107
2010-08-13,-0.0001916855251437033
2010-08-16,-0.0012480358966310279
2010-08-17,0.002109808797693624
2010-08-18,0.0006340593286493501
2010-08-19,0.0005420728311991141
2010-08-20,-5.35026252336257e-05
2010-08-23,-0.000328641117865236
2010-08-24,0.0007260976892915494
2010-08-25,-9.948990635599841e-05
2010-08-26,-0.0006501863425155685
2010-08-27,0.0004971793935562019
2010-08-30,8.361897761832715e-05
2010-08-31,0.00031336430847894725
2010-09-01,0.0047440073775384395
2010-09-02,0.0006700195519004915
2010-09-03,0.001777730667086752
2010-09-07,0.000668632148458137
2010-09-08,0.0009299814018552954
2010-09-09,0.0010180859175052959
2010-09-10,0.0009936302816277998
2010-09-13,0.0008535152519448808
2010-09-14,0.0010147650912832873
2010-09-15,0.0008981562685312916
2010-09-16,0.0008743443063985445
