Date,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
27-Jan-15,118.61,110.26,--,"32,500,000.00"
28-Jan-15,118.61,110.26,--,"32,500,000.00"
29-Jan-15,118.61,110.26,--,"32,200,000.00"
30-Jan-15,118.61,110.25,--,"32,000,000.00"
02-Feb-15,118.62,110.26,0,"30,900,000.00"
03-Feb-15,118.61,110.26,--,"48,700,000.00"
04-Feb-15,118.62,110.27,--,"50,300,000.00"
05-Feb-15,118.62,110.27,--,"50,900,000.00"
06-Feb-15,118.6,110.25,--,"50,900,000.00"
09-Feb-15,118.61,110.26,--,"50,900,000.00"
10-Feb-15,118.61,110.26,--,"50,400,000.00"
11-Feb-15,118.61,110.27,--,"48,800,000.00"
12-Feb-15,118.61,110.26,--,"48,200,000.00"
13-Feb-15,118.61,110.25,--,"48,200,000.00"
17-Feb-15,118.62,110.27,--,"47,000,000.00"
18-Feb-15,118.62,110.27,--,"48,200,000.00"
19-Feb-15,118.62,110.27,--,"48,200,000.00"
20-Feb-15,118.62,110.26,--,"48,200,000.00"
23-Feb-15,118.62,110.27,--,"48,200,000.00"
24-Feb-15,118.62,110.27,--,"48,200,000.00"
25-Feb-15,118.62,110.27,--,"49,400,000.00"
26-Feb-15,118.62,110.27,--,"49,400,000.00"
27-Feb-15,118.62,110.26,--,"49,300,000.00"
02-Mar-15,118.62,110.26,0,"49,300,000.00"
03-Mar-15,118.62,110.26,--,"44,900,000.00"
04-Mar-15,118.62,110.27,--,"44,000,000.00"
05-Mar-15,118.62,110.27,--,"43,900,000.00"
06-Mar-15,118.61,110.25,--,"43,800,000.00"
09-Mar-15,118.61,110.26,--,"43,800,000.00"
10-Mar-15,118.61,110.26,--,"43,800,000.00"
11-Mar-15,118.61,110.26,--,"43,600,000.00"
12-Mar-15,118.61,110.26,--,"42,100,000.00"
13-Mar-15,118.61,110.25,--,"42,100,000.00"
16-Mar-15,118.61,110.25,--,"42,100,000.00"
17-Mar-15,118.6,110.25,--,"42,700,000.00"
18-Mar-15,118.61,110.26,--,"42,900,000.00"
19-Mar-15,118.61,110.25,--,"42,900,000.00"
20-Mar-15,118.61,110.25,--,"42,900,000.00"
23-Mar-15,118.62,110.26,--,"42,900,000.00"
24-Mar-15,118.62,110.26,--,"42,900,000.00"
25-Mar-15,118.61,110.26,--,"42,900,000.00"
26-Mar-15,118.61,110.26,--,"42,900,000.00"
27-Mar-15,118.61,110.25,--,"42,900,000.00"
30-Mar-15,118.62,110.26,--,"42,900,000.00"
31-Mar-15,118.62,110.27,--,"43,400,000.00"
01-Apr-15,118.63,110.27,0,"41,500,000.00"
02-Apr-15,118.63,110.26,--,"41,500,000.00"
06-Apr-15,118.64,110.27,--,"41,500,000.00"
07-Apr-15,118.64,110.27,--,"41,200,000.00"
08-Apr-15,118.64,110.27,--,"41,200,000.00"
09-Apr-15,118.64,110.27,--,"40,200,000.00"
10-Apr-15,118.63,110.26,--,"39,800,000.00"
13-Apr-15,118.64,110.27,--,"39,800,000.00"
14-Apr-15,118.64,110.27,--,"39,800,000.00"
15-Apr-15,118.65,110.27,--,"39,800,000.00"
16-Apr-15,118.65,110.28,--,"38,700,000.00"
17-Apr-15,118.64,110.27,--,"38,600,000.00"
20-Apr-15,118.65,110.28,--,"38,400,000.00"
21-Apr-15,118.65,110.28,--,"38,300,000.00"
22-Apr-15,118.65,110.28,--,"38,200,000.00"
23-Apr-15,118.65,110.28,--,"38,200,000.00"
24-Apr-15,118.65,110.27,--,"38,000,000.00"
27-Apr-15,118.65,110.28,--,"38,000,000.00"
28-Apr-15,118.65,110.28,--,"37,300,000.00"
29-Apr-15,118.66,110.28,--,"37,300,000.00"
30-Apr-15,118.66,110.28,--,"37,300,000.00"
01-May-15,118.65,110.27,0,"37,200,000.00"
04-May-15,118.66,110.28,--,"37,000,000.00"
05-May-15,118.66,110.28,--,"37,000,000.00"
06-May-15,118.66,110.28,--,"37,000,000.00"
07-May-15,118.66,110.28,--,"37,000,000.00"
08-May-15,118.66,110.27,--,"36,300,000.00"
11-May-15,118.66,110.28,--,"36,300,000.00"
12-May-15,118.66,110.28,--,"36,300,000.00"
13-May-15,118.66,110.28,--,"36,300,000.00"
14-May-15,118.66,110.28,--,"36,300,000.00"
15-May-15,118.66,110.27,--,"36,300,000.00"
18-May-15,118.67,110.28,--,"36,300,000.00"
19-May-15,118.67,110.28,--,"36,300,000.00"
20-May-15,118.67,110.28,--,"36,300,000.00"
21-May-15,118.67,110.28,--,"23,600,000.00"
22-May-15,118.66,110.27,--,"23,000,000.00"
26-May-15,118.67,110.28,--,"23,000,000.00"
27-May-15,118.67,110.28,--,"21,900,000.00"
28-May-15,118.67,110.28,--,"21,900,000.00"
29-May-15,118.67,110.27,--,"21,900,000.00"
01-Jun-15,118.67,110.28,0,"21,700,000.00"
02-Jun-15,118.67,110.28,--,"20,300,000.00"
03-Jun-15,118.67,110.28,--,"20,300,000.00"
04-Jun-15,118.67,110.28,--,"20,300,000.00"
05-Jun-15,118.66,110.26,--,"20,300,000.00"
08-Jun-15,118.67,110.27,--,"20,300,000.00"
09-Jun-15,118.67,110.27,--,"20,300,000.00"
10-Jun-15,118.66,110.27,--,"20,300,000.00"
11-Jun-15,118.66,110.27,--,"20,300,000.00"
12-Jun-15,118.66,110.26,--,"20,300,000.00"
15-Jun-15,118.67,110.27,--,"20,300,000.00"
16-Jun-15,118.67,110.27,--,"20,300,000.00"
17-Jun-15,118.67,110.27,--,"20,300,000.00"
18-Jun-15,118.68,110.28,--,"20,300,000.00"
19-Jun-15,118.68,110.27,--,"20,300,000.00"
22-Jun-15,118.68,110.28,--,"20,300,000.00"
23-Jun-15,118.68,110.27,--,"20,200,000.00"
24-Jun-15,118.68,110.28,--,"20,200,000.00"
25-Jun-15,118.68,110.28,--,"20,200,000.00"
26-Jun-15,118.68,110.27,--,"20,200,000.00"
29-Jun-15,118.69,110.28,--,"20,200,000.00"
30-Jun-15,118.69,110.28,--,"19,400,000.00"
01-Jul-15,118.68,110.28,0,"18,800,000.00"
02-Jul-15,118.68,110.27,--,"18,800,000.00"
06-Jul-15,118.7,110.29,--,"18,800,000.00"
07-Jul-15,118.7,110.29,--,"18,800,000.00"
08-Jul-15,118.7,110.29,--,"18,800,000.00"
09-Jul-15,118.7,110.29,--,"18,800,000.00"
10-Jul-15,118.69,110.28,--,"18,800,000.00"
13-Jul-15,118.69,110.28,--,"19,700,000.00"
14-Jul-15,118.7,110.29,--,"19,700,000.00"
15-Jul-15,118.7,110.29,--,"19,700,000.00"
16-Jul-15,118.7,110.29,--,"19,700,000.00"
17-Jul-15,118.69,110.27,--,"19,700,000.00"
20-Jul-15,118.69,110.28,--,"19,700,000.00"
21-Jul-15,118.69,110.28,--,"20,000,000.00"
22-Jul-15,118.69,110.28,--,"20,000,000.00"
23-Jul-15,118.69,110.28,--,"20,000,000.00"
24-Jul-15,118.69,110.27,--,"20,000,000.00"
27-Jul-15,118.69,110.28,--,"20,000,000.00"
28-Jul-15,118.69,110.28,--,"20,000,000.00"
29-Jul-15,118.69,110.28,--,"20,000,000.00"
30-Jul-15,118.68,110.27,--,"20,000,000.00"
31-Jul-15,118.68,110.27,--,"20,000,000.00"
03-Aug-15,118.69,110.27,0,"19,500,000.00"
04-Aug-15,118.68,110.26,--,"19,800,000.00"
05-Aug-15,118.67,110.26,--,"19,800,000.00"
06-Aug-15,118.68,110.26,--,"19,800,000.00"
07-Aug-15,118.66,110.24,--,"20,000,000.00"
10-Aug-15,118.66,110.25,--,"20,000,000.00"
11-Aug-15,118.67,110.25,--,"19,800,000.00"
12-Aug-15,118.67,110.26,--,"19,800,000.00"
13-Aug-15,118.67,110.25,--,"20,500,000.00"
14-Aug-15,118.67,110.25,--,"20,500,000.00"
17-Aug-15,118.67,110.25,--,"20,500,000.00"
18-Aug-15,118.67,110.25,--,"20,500,000.00"
19-Aug-15,118.68,110.26,--,"20,500,000.00"
20-Aug-15,118.69,110.26,--,"20,500,000.00"
21-Aug-15,118.69,110.26,--,"20,600,000.00"
24-Aug-15,118.7,110.27,--,"20,600,000.00"
25-Aug-15,118.69,110.27,--,"21,100,000.00"
26-Aug-15,118.7,110.27,--,"29,600,000.00"
27-Aug-15,118.7,110.27,--,"30,000,000.00"
28-Aug-15,118.69,110.26,--,"30,000,000.00"
31-Aug-15,118.69,110.27,--,"30,000,000.00"
01-Sep-15,118.69,110.27,0,"31,300,000.00"
02-Sep-15,118.7,110.27,--,"32,300,000.00"
03-Sep-15,118.7,110.26,--,"33,200,000.00"
04-Sep-15,118.68,110.25,--,"33,200,000.00"
08-Sep-15,118.69,110.26,--,"34,300,000.00"
09-Sep-15,118.69,110.26,--,"34,300,000.00"
10-Sep-15,118.69,110.25,--,"34,500,000.00"
11-Sep-15,118.69,110.25,--,"34,900,000.00"
14-Sep-15,118.69,110.25,--,"36,700,000.00"
15-Sep-15,118.67,110.24,--,"36,700,000.00"
16-Sep-15,118.68,110.24,--,"36,700,000.00"
17-Sep-15,118.7,110.26,--,"36,700,000.00"
18-Sep-15,118.73,110.28,--,"36,700,000.00"
21-Sep-15,118.74,110.29,--,"36,400,000.00"
22-Sep-15,118.75,110.3,--,"36,400,000.00"
23-Sep-15,118.75,110.31,--,"36,400,000.00"
24-Sep-15,118.76,110.31,--,"36,400,000.00"
25-Sep-15,118.75,110.3,--,"36,400,000.00"
28-Sep-15,118.76,110.31,--,"36,400,000.00"
29-Sep-15,118.76,110.31,--,"36,400,000.00"
30-Sep-15,118.76,110.31,--,"36,400,000.00"
01-Oct-15,118.76,110.3,0.01,"36,400,000.00"
02-Oct-15,118.77,110.3,--,"36,400,000.00"
05-Oct-15,118.78,110.31,--,"36,400,000.00"
06-Oct-15,118.78,110.32,--,"37,900,000.00"
07-Oct-15,118.78,110.31,--,"38,400,000.00"
08-Oct-15,118.78,110.31,--,"38,400,000.00"
09-Oct-15,118.77,110.3,--,"38,400,000.00"
12-Oct-15,--,110.31,--,"38,400,000.00"
13-Oct-15,118.78,110.31,--,"38,400,000.00"
14-Oct-15,118.78,110.31,--,"38,000,000.00"
15-Oct-15,118.78,110.31,--,"38,000,000.00"
16-Oct-15,118.78,110.3,--,"37,900,000.00"
19-Oct-15,118.78,110.3,--,"37,900,000.00"
20-Oct-15,118.78,110.3,--,"37,100,000.00"
21-Oct-15,118.78,110.3,--,"33,100,000.00"
22-Oct-15,118.78,110.29,--,"33,000,000.00"
23-Oct-15,118.77,110.28,--,"33,000,000.00"
26-Oct-15,118.77,110.29,--,"33,000,000.00"
27-Oct-15,118.76,110.28,--,"32,300,000.00"
28-Oct-15,118.75,110.27,--,"31,800,000.00"
29-Oct-15,118.75,110.27,--,"31,800,000.00"
30-Oct-15,118.74,110.26,--,"31,800,000.00"
02-Nov-15,118.73,110.24,0.01,"31,600,000.00"
03-Nov-15,118.73,110.24,--,"31,100,000.00"
04-Nov-15,118.72,110.24,--,"30,300,000.00"
05-Nov-15,118.72,110.23,--,"30,300,000.00"
06-Nov-15,118.7,110.2,--,"29,900,000.00"
09-Nov-15,118.7,110.22,--,"29,900,000.00"
10-Nov-15,118.7,110.22,--,"28,300,000.00"
11-Nov-15,--,110.22,--,"28,300,000.00"
12-Nov-15,118.7,110.22,--,"28,300,000.00"
13-Nov-15,118.71,110.21,--,"28,300,000.00"
16-Nov-15,118.71,110.23,--,"28,300,000.00"
17-Nov-15,118.71,110.23,--,"28,300,000.00"
18-Nov-15,118.71,110.23,--,"28,300,000.00"
19-Nov-15,118.72,110.23,--,"28,300,000.00"
20-Nov-15,118.71,110.22,--,"28,300,000.00"
23-Nov-15,118.72,110.22,--,"28,300,000.00"
24-Nov-15,118.71,110.22,--,"28,300,000.00"
25-Nov-15,118.71,110.21,--,"28,300,000.00"
27-Nov-15,118.71,110.21,--,"28,300,000.00"
30-Nov-15,118.7,110.21,--,"28,500,000.00"
01-Dec-15,118.71,110.21,0.01,"28,500,000.00"
02-Dec-15,118.7,110.21,--,"28,500,000.00"
03-Dec-15,118.69,110.19,--,"28,500,000.00"
04-Dec-15,118.68,110.17,--,"29,300,000.00"
07-Dec-15,118.66,110.16,--,"29,500,000.00"
08-Dec-15,118.65,110.16,--,"29,500,000.00"
09-Dec-15,118.66,110.16,--,"29,500,000.00"
10-Dec-15,118.66,110.16,--,"29,500,000.00"
11-Dec-15,118.67,110.16,--,"29,500,000.00"
14-Dec-15,118.68,110.18,--,"29,500,000.00"
15-Dec-15,118.68,110.17,--,"28,700,000.00"
16-Dec-15,118.68,110.17,--,"28,600,000.00"
17-Dec-15,118.69,110.19,--,"28,300,000.00"
18-Dec-15,118.7,110.18,--,"28,300,000.00"
21-Dec-15,118.71,110.2,--,"27,200,000.00"
22-Dec-15,118.71,110.2,--,"27,200,000.00"
23-Dec-15,118.72,110.21,--,"27,200,000.00"
24-Dec-15,118.71,110.18,0.01,"27,200,000.00"
28-Dec-15,118.71,110.19,--,"27,200,000.00"
29-Dec-15,118.72,110.19,--,"27,900,000.00"
30-Dec-15,118.73,110.21,--,"27,900,000.00"
31-Dec-15,118.72,110.19,--,"27,900,000.00"
04-Jan-16,118.73,110.21,--,"27,900,000.00"
05-Jan-16,118.73,110.21,--,"27,900,000.00"
06-Jan-16,118.73,110.21,--,"27,900,000.00"
07-Jan-16,118.74,110.21,--,"27,900,000.00"
08-Jan-16,118.74,110.21,--,"31,900,000.00"
11-Jan-16,118.75,110.22,--,"31,900,000.00"
12-Jan-16,118.75,110.22,--,"31,900,000.00"
13-Jan-16,118.76,110.23,--,"31,900,000.00"
14-Jan-16,118.77,110.24,--,"31,900,000.00"
15-Jan-16,118.78,110.24,--,"31,900,000.00"
19-Jan-16,118.79,110.26,--,"31,900,000.00"
20-Jan-16,118.81,110.27,--,"35,200,000.00"
21-Jan-16,118.8,110.27,--,"45,900,000.00"
22-Jan-16,118.79,110.25,--,"48,100,000.00"
25-Jan-16,118.8,110.26,--,"51,000,000.00"
26-Jan-16,118.8,110.26,--,"52,300,000.00"
27-Jan-16,118.8,110.26,--,"52,300,000.00"
28-Jan-16,118.8,110.26,--,"52,300,000.00"
29-Jan-16,118.81,110.25,--,"52,300,000.00"
01-Feb-16,118.81,110.26,0.01,"52,300,000.00"
02-Feb-16,118.81,110.26,--,"52,300,000.00"
03-Feb-16,118.82,110.27,--,"52,300,000.00"
04-Feb-16,118.82,110.27,--,"52,600,000.00"
05-Feb-16,118.82,110.26,--,"52,600,000.00"
08-Feb-16,118.84,110.29,--,"52,800,000.00"
09-Feb-16,118.84,110.29,--,"52,800,000.00"
10-Feb-16,118.85,110.3,--,"52,300,000.00"
11-Feb-16,118.87,110.31,--,"52,300,000.00"
12-Feb-16,118.85,110.28,--,"52,300,000.00"
16-Feb-16,118.86,110.3,--,"52,300,000.00"
17-Feb-16,118.86,110.3,--,"52,300,000.00"
18-Feb-16,118.86,110.3,--,"52,900,000.00"
19-Feb-16,118.85,110.28,--,"52,900,000.00"
22-Feb-16,118.85,110.29,--,"52,900,000.00"
23-Feb-16,118.85,110.29,--,"52,900,000.00"
24-Feb-16,118.85,110.29,--,"52,900,000.00"
25-Feb-16,118.86,110.3,--,"52,900,000.00"
26-Feb-16,118.85,110.28,--,"52,900,000.00"
29-Feb-16,118.85,110.29,--,"52,900,000.00"
01-Mar-16,118.84,110.26,0.01,"53,200,000.00"
02-Mar-16,118.85,110.27,--,"42,300,000.00"
03-Mar-16,118.86,110.28,--,"41,800,000.00"
04-Mar-16,118.86,110.27,--,"41,800,000.00"
07-Mar-16,118.86,110.28,--,"41,800,000.00"
08-Mar-16,118.87,110.29,--,"41,800,000.00"
09-Mar-16,118.87,110.29,--,"41,700,000.00"
10-Mar-16,118.87,110.28,--,"41,700,000.00"
11-Mar-16,118.86,110.27,--,"41,700,000.00"
14-Mar-16,118.87,110.29,--,"43,000,000.00"
15-Mar-16,118.87,110.29,--,"43,000,000.00"
16-Mar-16,118.88,110.29,--,"39,500,000.00"
17-Mar-16,118.89,110.31,--,"39,500,000.00"
18-Mar-16,118.89,110.3,--,"39,100,000.00"
21-Mar-16,118.9,110.32,--,"38,400,000.00"
22-Mar-16,118.9,110.32,--,"38,400,000.00"
23-Mar-16,118.91,110.32,--,"38,400,000.00"
24-Mar-16,118.9,110.3,--,"34,400,000.00"
28-Mar-16,118.91,110.33,--,"34,400,000.00"
29-Mar-16,118.93,110.34,--,"34,400,000.00"
30-Mar-16,118.94,110.35,--,"34,400,000.00"
31-Mar-16,118.94,110.35,--,"34,900,000.00"
01-Apr-16,118.94,110.32,0.02,"34,200,000.00"
04-Apr-16,118.95,110.34,--,"34,000,000.00"
05-Apr-16,118.96,110.35,--,"34,000,000.00"
06-Apr-16,118.97,110.35,--,"33,900,000.00"
07-Apr-16,118.97,110.36,--,"33,700,000.00"
08-Apr-16,118.97,110.36,--,"33,600,000.00"
11-Apr-16,118.98,110.36,--,"33,600,000.00"
12-Apr-16,118.98,110.36,--,"33,200,000.00"
13-Apr-16,118.98,110.36,--,"33,200,000.00"
14-Apr-16,118.99,110.37,--,"33,200,000.00"
15-Apr-16,118.99,110.36,--,"32,900,000.00"
18-Apr-16,119,110.38,--,"32,900,000.00"
19-Apr-16,119,110.38,--,"32,900,000.00"
20-Apr-16,119,110.38,--,"32,900,000.00"
21-Apr-16,119,110.38,--,"32,900,000.00"
22-Apr-16,118.99,110.37,--,"32,900,000.00"
25-Apr-16,119,110.38,--,"32,900,000.00"
26-Apr-16,118.99,110.37,--,"32,900,000.00"
27-Apr-16,119,110.38,--,"32,800,000.00"
28-Apr-16,119,110.38,--,"32,800,000.00"
29-Apr-16,119.01,110.37,--,"32,800,000.00"
02-May-16,119.01,110.37,0.02,"32,800,000.00"
03-May-16,119.02,110.37,--,"33,000,000.00"
04-May-16,119.03,110.38,--,"33,000,000.00"
05-May-16,119.03,110.38,--,"33,000,000.00"
06-May-16,119.03,110.37,--,"33,000,000.00"
09-May-16,119.03,110.38,--,"33,000,000.00"
10-May-16,119.03,110.39,--,"33,000,000.00"
11-May-16,119.03,110.38,--,"33,000,000.00"
12-May-16,119.03,110.37,--,"33,000,000.00"
13-May-16,119.02,110.37,--,"33,000,000.00"
16-May-16,119.03,110.38,--,"33,000,000.00"
17-May-16,119.02,110.38,--,"33,000,000.00"
18-May-16,119.01,110.36,--,"32,900,000.00"
19-May-16,119.01,110.36,--,"32,900,000.00"
20-May-16,119,110.35,--,"32,900,000.00"
23-May-16,119,110.35,--,"32,900,000.00"
24-May-16,118.99,110.35,--,"32,900,000.00"
25-May-16,119,110.35,--,"32,900,000.00"
26-May-16,119.01,110.36,--,"32,900,000.00"
27-May-16,119,110.34,--,"33,100,000.00"
31-May-16,119,110.35,--,"33,400,000.00"
01-Jun-16,119,110.32,0.03,"30,900,000.00"
02-Jun-16,119.01,110.33,--,"27,500,000.00"
03-Jun-16,119.04,110.35,--,"27,500,000.00"
06-Jun-16,119.04,110.35,--,"27,500,000.00"
07-Jun-16,119.05,110.36,--,"27,800,000.00"
08-Jun-16,119.06,110.37,--,"27,800,000.00"
09-Jun-16,119.06,110.37,--,"27,800,000.00"
10-Jun-16,119.06,110.37,--,"27,700,000.00"
13-Jun-16,119.07,110.38,--,"27,700,000.00"
14-Jun-16,119.08,110.38,--,"27,700,000.00"
15-Jun-16,119.09,110.39,--,"27,700,000.00"
16-Jun-16,119.1,110.4,--,"27,700,000.00"
17-Jun-16,119.09,110.4,--,"27,400,000.00"
20-Jun-16,119.09,110.4,--,"27,300,000.00"
21-Jun-16,119.09,110.4,--,"27,300,000.00"
22-Jun-16,119.09,110.4,--,"28,600,000.00"
23-Jun-16,119.09,110.39,--,"28,200,000.00"
24-Jun-16,119.11,110.41,--,"28,200,000.00"
27-Jun-16,119.12,110.42,--,"28,200,000.00"
28-Jun-16,119.12,110.42,--,"28,400,000.00"
29-Jun-16,119.13,110.42,--,"31,100,000.00"
30-Jun-16,119.13,110.43,--,"31,100,000.00"
01-Jul-16,119.13,110.39,0.03,"34,000,000.00"
05-Jul-16,119.14,110.39,--,"34,400,000.00"
06-Jul-16,119.14,110.39,--,"34,500,000.00"
07-Jul-16,119.13,110.39,--,"34,600,000.00"
08-Jul-16,119.13,110.39,--,"34,600,000.00"
11-Jul-16,119.13,110.39,--,"34,600,000.00"
12-Jul-16,119.13,110.38,--,"34,600,000.00"
13-Jul-16,119.13,110.39,--,"34,800,000.00"
14-Jul-16,119.13,110.38,--,"34,700,000.00"
15-Jul-16,119.12,110.38,--,"34,700,000.00"
18-Jul-16,119.13,110.39,--,"34,700,000.00"
19-Jul-16,119.13,110.39,--,"34,700,000.00"
20-Jul-16,119.14,110.39,--,"34,700,000.00"
21-Jul-16,119.14,110.39,--,"34,700,000.00"
22-Jul-16,119.13,110.38,--,"32,000,000.00"
25-Jul-16,119.14,110.39,--,"30,900,000.00"
26-Jul-16,119.14,110.39,--,"30,900,000.00"
27-Jul-16,119.15,110.39,--,"30,900,000.00"
28-Jul-16,119.16,110.4,--,"30,900,000.00"
29-Jul-16,119.17,110.4,--,"30,900,000.00"
01-Aug-16,119.17,110.38,0.03,"30,900,000.00"
02-Aug-16,119.17,110.38,--,"30,800,000.00"
03-Aug-16,119.17,110.38,--,"30,800,000.00"
04-Aug-16,119.18,110.38,--,"30,800,000.00"
05-Aug-16,119.16,110.37,--,"30,800,000.00"
08-Aug-16,119.16,110.37,--,"30,800,000.00"
09-Aug-16,119.17,110.37,--,"30,500,000.00"
10-Aug-16,119.17,110.38,--,"30,500,000.00"
11-Aug-16,119.17,110.37,--,"30,500,000.00"
12-Aug-16,119.17,110.37,--,"30,000,000.00"
15-Aug-16,119.18,110.38,--,"28,700,000.00"
16-Aug-16,119.17,110.37,--,"28,900,000.00"
17-Aug-16,119.18,110.38,--,"30,000,000.00"
18-Aug-16,119.18,110.39,--,"30,300,000.00"
19-Aug-16,119.18,110.38,--,"30,300,000.00"
22-Aug-16,119.19,110.39,--,"30,300,000.00"
23-Aug-16,119.19,110.39,--,"30,600,000.00"
24-Aug-16,119.19,110.39,--,"30,600,000.00"
25-Aug-16,119.19,110.39,--,"30,900,000.00"
26-Aug-16,119.18,110.38,--,"30,900,000.00"
29-Aug-16,119.19,110.39,--,"30,900,000.00"
30-Aug-16,119.19,110.39,--,"30,900,000.00"
31-Aug-16,119.19,110.38,--,"30,900,000.00"
01-Sep-16,119.19,110.35,0.03,"30,900,000.00"
02-Sep-16,119.19,110.34,--,"30,900,000.00"
06-Sep-16,119.2,110.36,--,"30,700,000.00"
07-Sep-16,119.2,110.36,--,"30,700,000.00"
08-Sep-16,119.2,110.35,--,"30,700,000.00"
09-Sep-16,119.19,110.34,--,"30,700,000.00"
12-Sep-16,119.2,110.35,--,"30,700,000.00"
13-Sep-16,119.19,110.35,--,"30,700,000.00"
14-Sep-16,119.21,110.36,--,"30,700,000.00"
15-Sep-16,119.22,110.37,--,"30,700,000.00"
16-Sep-16,119.22,110.37,--,"30,600,000.00"
19-Sep-16,119.23,110.38,--,"30,600,000.00"
20-Sep-16,119.23,110.38,--,"30,500,000.00"
21-Sep-16,119.23,110.38,--,"30,500,000.00"
22-Sep-16,119.26,110.41,--,"31,500,000.00"
23-Sep-16,119.26,110.41,--,"31,500,000.00"
26-Sep-16,119.27,110.42,--,"31,500,000.00"
27-Sep-16,119.27,110.42,--,"31,500,000.00"
28-Sep-16,119.26,110.41,--,"32,000,000.00"
29-Sep-16,119.26,110.41,--,"32,000,000.00"
30-Sep-16,119.26,110.4,--,"32,300,000.00"
03-Oct-16,119.25,110.37,0.03,"32,400,000.00"
04-Oct-16,119.25,110.36,--,"32,700,000.00"
05-Oct-16,119.24,110.36,--,"32,700,000.00"
06-Oct-16,119.25,110.36,--,"32,700,000.00"
07-Oct-16,119.25,110.36,--,"32,700,000.00"
10-Oct-16,119.25,110.36,--,"33,000,000.00"
11-Oct-16,119.25,110.36,--,"33,000,000.00"
12-Oct-16,119.26,110.37,--,"33,000,000.00"
13-Oct-16,119.27,110.38,--,"33,000,000.00"
14-Oct-16,119.27,110.38,--,"33,100,000.00"
17-Oct-16,119.28,110.39,--,"33,100,000.00"
18-Oct-16,119.28,110.39,--,"33,100,000.00"
19-Oct-16,119.28,110.39,--,"33,100,000.00"
20-Oct-16,119.28,110.39,--,"33,100,000.00"
21-Oct-16,119.28,110.39,--,"33,600,000.00"
24-Oct-16,119.29,110.4,--,"33,600,000.00"
25-Oct-16,119.29,110.39,--,"33,600,000.00"
26-Oct-16,119.29,110.39,--,"33,600,000.00"
27-Oct-16,119.29,110.4,--,"33,600,000.00"
28-Oct-16,119.3,110.4,--,"33,600,000.00"
31-Oct-16,119.3,110.4,--,"33,500,000.00"
01-Nov-16,119.3,110.36,0.04,"33,400,000.00"
02-Nov-16,119.3,110.37,--,"33,500,000.00"
03-Nov-16,119.31,110.37,--,"33,600,000.00"
04-Nov-16,119.3,110.36,--,"33,600,000.00"
07-Nov-16,119.3,110.37,--,"33,900,000.00"
08-Nov-16,119.29,110.36,--,"34,300,000.00"
09-Nov-16,119.29,110.35,--,"34,300,000.00"
10-Nov-16,119.28,110.34,--,"34,300,000.00"
11-Nov-16,119.28,110.34,--,"34,300,000.00"
14-Nov-16,119.27,110.33,--,"34,300,000.00"
15-Nov-16,119.27,110.33,--,"32,000,000.00"
16-Nov-16,119.28,110.33,--,"32,000,000.00"
17-Nov-16,119.28,110.34,--,"32,000,000.00"
18-Nov-16,119.28,110.33,--,"32,000,000.00"
21-Nov-16,119.29,110.34,--,"32,100,000.00"
22-Nov-16,119.29,110.34,--,"32,100,000.00"
23-Nov-16,119.28,110.34,--,"32,200,000.00"
25-Nov-16,119.29,110.34,--,"32,600,000.00"
28-Nov-16,119.3,110.35,--,"32,600,000.00"
29-Nov-16,119.3,110.35,--,"33,500,000.00"
30-Nov-16,119.3,110.35,--,"33,500,000.00"
01-Dec-16,119.31,110.31,0.04,"33,600,000.00"
02-Dec-16,119.31,110.31,--,"33,900,000.00"
05-Dec-16,119.31,110.32,--,"34,000,000.00"
06-Dec-16,119.31,110.32,--,"34,200,000.00"
07-Dec-16,119.31,110.32,--,"34,300,000.00"
08-Dec-16,119.31,110.31,--,"34,700,000.00"
09-Dec-16,119.3,110.31,--,"34,900,000.00"
12-Dec-16,119.31,110.31,--,"34,200,000.00"
13-Dec-16,119.31,110.31,--,"34,200,000.00"
14-Dec-16,119.3,110.31,--,"34,200,000.00"
15-Dec-16,119.31,110.31,--,"34,200,000.00"
16-Dec-16,119.31,110.31,--,"34,200,000.00"
19-Dec-16,119.33,110.34,--,"34,200,000.00"
20-Dec-16,119.34,110.35,--,"34,200,000.00"
21-Dec-16,119.34,110.35,--,"34,200,000.00"
22-Dec-16,119.34,110.28,0.08,"34,200,000.00"
23-Dec-16,119.34,110.26,--,"34,700,000.00"
27-Dec-16,119.34,110.27,--,"34,700,000.00"
28-Dec-16,119.35,110.27,--,"34,800,000.00"
29-Dec-16,119.36,110.28,--,"35,200,000.00"
30-Dec-16,119.36,110.29,--,"36,100,000.00"
03-Jan-17,119.36,110.28,--,"36,100,000.00"
04-Jan-17,119.37,110.29,--,"36,100,000.00"
05-Jan-17,119.38,110.3,--,"36,200,000.00"
06-Jan-17,119.38,110.3,--,"36,200,000.00"
09-Jan-17,119.4,110.31,--,"36,400,000.00"
10-Jan-17,119.41,110.33,--,"36,400,000.00"
11-Jan-17,119.4,110.32,--,"36,500,000.00"
12-Jan-17,119.41,110.34,--,"37,100,000.00"
13-Jan-17,119.4,110.31,--,"37,300,000.00"
17-Jan-17,119.42,110.34,--,"37,600,000.00"
18-Jan-17,119.42,110.33,--,"38,000,000.00"
19-Jan-17,119.42,110.34,--,"38,100,000.00"
20-Jan-17,119.43,110.34,--,"38,700,000.00"
